-30.187714,1.6741964,0.66567826,0.5967056,0.31076214,-0.15481839,0.02183408,-0.15715238,0.02189302,0.2809064,0.058979318,0.19627409,-0.16660312,20.16087,3.0251067,0.9748893,0.95741016,0.7154789,0.706383,0.62012124,0.5487737,0.4210942,0.44075567,0.3309503,0.40765655,0.40642256,1
-28.179714,1.7428541,0.5619519,0.81559277,0.29013917,-0.051575173,0.02680306,-0.27935085,0.013478663,0.27637935,0.084878795,0.1404812,-0.15735513,17.418728,2.8579173,0.87335366,0.91691536,0.7395176,0.6762718,0.6188366,0.55124533,0.37801948,0.44618127,0.29768512,0.40006208,0.441328,1
-29.114931,1.8416203,0.6572489,0.67704564,0.21428537,-0.026441105,-0.001244228,-0.23062833,-0.016745888,0.26562008,0.00435875,0.17557889,-0.19200692,19.294418,3.0625112,1.124579,0.8450755,0.79311454,0.6810722,0.66146445,0.5309945,0.4134823,0.49829072,0.2960967,0.40623087,0.4014733,1
-27.1274,2.08095,0.5705081,0.62714314,0.22366694,0.027563686,-0.0787044,-0.2892979,0.007722625,0.35139218,0.13436516,0.13919929,-0.1574465,14.13984,2.7786531,1.0859809,0.8699765,0.7164898,0.58450395,0.6456408,0.48795405,0.45336655,0.45273882,0.304664,0.33537856,0.38842225,1
-32.0798,1.9520847,0.7302189,0.6452642,0.28300607,-0.08360738,-0.057898525,-0.15387847,-0.09262376,0.27067986,0.06690055,0.14683744,-0.1838522,29.054441,3.0147839,1.073654,0.88301617,0.69997203,0.6640067,0.63647604,0.44990003,0.43077564,0.49144056,0.3264411,0.39546895,0.41748568,2
-31.660751,2.2016969,0.60694534,0.59270203,0.3614577,-0.10005516,-0.110741235,-0.084406726,-0.026952133,0.27911597,0.08178867,0.08563796,-0.16333732,25.902601,3.281309,1.1375533,0.8308097,0.7183047,0.55761296,0.6324627,0.4007256,0.4043544,0.49976844,0.35077542,0.3347468,0.4041092,2
-28.171024,2.0687492,0.66107005,0.6662384,0.28830925,0.06696275,-0.005352326,-0.10839418,-0.001621099,0.23991767,0.14530052,0.14062224,-0.19142377,20.134533,3.4032419,1.1797409,0.90400726,0.7307433,0.6177473,0.71073043,0.46562052,0.41162586,0.5408512,0.33008623,0.32667047,0.48362327,2
-26.252983,2.3883712,0.6359349,0.683706,0.27951732,-0.008301728,-0.07475101,-0.17143634,-0.004755938,0.2555307,0.18757506,0.1807175,-0.17875972,12.107597,3.2162452,1.1062835,0.85449594,0.6781388,0.52459097,0.6362131,0.4274508,0.37855762,0.50558716,0.32934764,0.3271266,0.5039979,2
-33.006824,2.165867,0.69967675,0.63874567,0.35538092,-0.11746162,-0.07514527,0.017926203,0.003763055,0.22122055,0.19674471,0.09153546,-0.10962492,30.228718,3.1815443,1.1321744,0.89989203,0.77793056,0.58939993,0.6453216,0.35422266,0.39436778,0.4353089,0.35491246,0.2962778,0.33432508,2
-29.126112,2.0981317,0.4992673,0.5910681,0.2951765,-0.07505491,-0.10897992,-0.066012755,0.014693103,0.27508155,0.12913866,0.03453745,-0.14830035,22.393343,3.2230713,1.2043353,0.8370755,0.7652133,0.6104719,0.6479663,0.41092506,0.42729682,0.49951017,0.3462484,0.35682845,0.39724067,2
-28.188314,2.1435213,0.75483185,0.4558223,0.32620645,-0.009223629,-0.12379112,-0.10710995,-0.009680173,0.2730952,0.21228765,0.07889474,-0.23758006,23.302149,3.4943626,1.1464131,0.8330686,0.7447395,0.6206998,0.74550843,0.40226364,0.50207454,0.47374454,0.33770818,0.3414882,0.46434245,2
-30.461163,1.9294579,0.43089405,0.6333517,0.2576716,0.002622668,-0.14804316,-0.14316429,0.03133571,0.31453976,0.124690615,0.03867352,-0.2310216,30.597576,3.3265264,1.3198694,0.79140866,0.66475457,0.59508985,0.72857034,0.45256296,0.45001438,0.49141237,0.3269994,0.35652533,0.44649237,2
-24.672497,2.2396019,0.48076195,0.65432316,0.08572269,-0.18384859,-0.12504126,-0.2823684,0.010019264,0.30860662,-0.11823426,0.185987,-0.228561,12.430441,2.7164497,1.0375742,1.109014,0.8368398,0.7248253,0.54789835,0.58554137,0.46183246,0.49479598,0.42026386,0.43329287,0.48628154,3
-26.739094,2.1386173,0.38727713,0.70938635,0.19258364,-0.21371527,-0.074849285,-0.29640666,0.099424094,0.38300866,-0.09439234,0.2935598,-0.27459908,21.661177,2.6879044,1.1075934,1.0831716,0.8239897,0.81537765,0.60467446,0.61168116,0.49611208,0.45105925,0.45428935,0.46460885,0.5378455,3
